transaction_id,timestamp,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,fraud_type,time_since_last_transaction,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash
T101495,2023-10-04T06:29:59.488248,ACC848269,ACC370380,1201.32,deposit,other,Berlin,pos,False,,,0.75,11,0.57,UPI,174.107.71.21,D2581212
T101496,2023-02-06T05:38:59.007914,ACC799713,ACC131807,158.15,payment,restaurant,Tokyo,pos,False,,,-0.28,8,0.87,UPI,188.32.73.249,D4071550
T101497,2023-12-30T00:23:14.136976,ACC462205,ACC331323,348.89,withdrawal,other,Toronto,pos,False,,,1.02,13,0.61,wire_transfer,210.133.225.150,D8144753
T101498,2023-02-28T15:20:46.704983,ACC953693,ACC941135,6.42,transfer,restaurant,London,mobile,False,,,-0.45,1,0.96,wire_transfer,66.214.167.196,D9956212
T101499,2023-12-06T03:22:09.930320,ACC249940,ACC958179,1201.01,deposit,online,Tokyo,pos,False,,,0.3,16,0.18,UPI,118.163.11.225,D4615672
T101500,2023-04-05T06:49:46.253687,ACC245209,ACC176492,232.17,withdrawal,travel,Sydney,pos,False,,,0.52,7,0.29,wire_transfer,252.236.3.146,D6786275
T101501,2023-12-22T21:47:59.649973,ACC694791,ACC586162,443.6,withdrawal,restaurant,London,atm,False,,,-0.37,15,0.02,card,117.68.47.149,D8596447
T101502,2023-07-22T22:11:06.039554,ACC911777,ACC354820,271.95,withdrawal,other,Tokyo,mobile,False,,,-0.65,13,0.49,wire_transfer,227.6.202.100,D7828262
T101503,2023-08-19T21:01:40.467092,ACC247455,ACC989928,31.53,payment,utilities,New York,mobile,False,,,1.45,5,0.88,card,77.13.25.149,D9445311
T101504,2023-12-02T06:36:26.324770,ACC506531,ACC956798,11.28,transfer,utilities,Berlin,web,False,,,0.88,13,0.02,UPI,85.207.255.43,D4470291
T101505,2023-05-20T13:13:46.465964,ACC771209,ACC810073,11.26,transfer,grocery,Dubai,web,False,,,-1.22,18,0.99,card,214.143.26.58,D4150714
T101506,2023-02-23T22:12:17.718286,ACC487544,ACC900690,1634.38,deposit,utilities,Toronto,mobile,False,,,1.89,10,0.39,card,243.176.30.24,D4636245
T101507,2023-12-15T07:31:46.408531,ACC634324,ACC705109,552.15,deposit,grocery,Sydney,mobile,False,,,1.0,10,0.06,card,123.32.178.207,D7458591
T101508,2023-11-23T14:09:12.202318,ACC179532,ACC820480,201.68,withdrawal,restaurant,Berlin,mobile,False,,,-0.7,10,0.46,wire_transfer,180.25.100.21,D1201699
T101509,2023-02-08T03:14:14.870821,ACC641400,ACC433196,26.11,payment,grocery,Singapore,mobile,False,,,-0.07,15,0.55,UPI,18.46.19.79,D8760966
T101510,2023-10-17T08:06:50.590523,ACC207696,ACC524461,142.7,withdrawal,other,London,pos,False,,,0.94,13,0.42,card,216.57.43.240,D7465605
T101511,2023-06-10T19:37:00.447226,ACC871587,ACC847432,327.45,withdrawal,utilities,Tokyo,pos,False,,,0.75,16,0.87,card,164.14.170.106,D7290180
T101512,2023-03-11T15:49:11.641173,ACC774888,ACC665306,810.89,deposit,restaurant,Dubai,atm,False,,,-0.35,8,0.36,UPI,122.126.83.144,D3671307
T101513,2023-05-23T10:58:18.260636,ACC248925,ACC198843,83.02,payment,other,Toronto,mobile,False,,,-1.21,11,0.54,card,137.217.219.248,D4489954
T101514,2023-01-02T19:40:19.504922,ACC106773,ACC258990,37.21,transfer,utilities,Tokyo,pos,False,,,-0.98,19,0.56,ACH,113.130.162.35,D7223933
T101515,2023-10-24T22:24:49.216052,ACC164204,ACC272602,10.6,transfer,entertainment,Toronto,atm,False,,,0.13,4,0.97,UPI,2.239.97.3,D9978677
T101516,2023-12-02T00:00:50.404697,ACC231136,ACC857135,895.74,deposit,other,Berlin,web,False,,,0.3,4,0.12,UPI,149.71.163.65,D9065335
T101517,2023-08-27T15:39:55.544564,ACC308057,ACC101149,1051.46,deposit,retail,Singapore,mobile,False,,,-1.08,3,0.05,ACH,72.142.72.99,D5952689
T101518,2023-09-05T01:11:18.858270,ACC327128,ACC810735,1316.12,deposit,restaurant,Singapore,pos,False,,,1.15,14,0.93,UPI,243.55.192.186,D8289742
T101519,2023-05-09T04:50:05.930445,ACC522194,ACC907052,90.78,payment,online,Sydney,mobile,False,,,0.77,17,0.85,UPI,99.147.136.8,D1293020
T101520,2023-08-13T22:20:27.593244,ACC259739,ACC269320,91.78,transfer,entertainment,Dubai,atm,False,,,0.26,6,0.13,ACH,45.38.132.124,D1222888
T101521,2023-06-17T20:48:54.443150,ACC826956,ACC398334,32.19,payment,utilities,Dubai,mobile,False,,,-1.37,11,0.49,card,58.42.168.19,D2613678
T101522,2023-01-17T12:10:49.721536,ACC843271,ACC969064,449.97,withdrawal,online,New York,mobile,False,,,0.61,19,0.72,card,133.239.172.233,D4410943
T101523,2023-03-22T21:57:20.822893,ACC632257,ACC624700,354.89,withdrawal,restaurant,Singapore,mobile,False,,,0.69,4,0.28,ACH,206.241.46.129,D7449227
T101524,2023-03-31T10:00:07.149370,ACC629905,ACC533237,20.31,payment,grocery,Berlin,web,False,,,0.31,16,0.69,card,208.216.186.74,D9698108
T101525,2023-02-22T07:48:22.681631,ACC664895,ACC449251,49.23,transfer,entertainment,Singapore,web,False,,,-0.31,1,0.04,wire_transfer,17.72.10.200,D1832644
T101526,2023-02-02T09:31:10.885225,ACC882534,ACC495302,892.15,deposit,restaurant,London,mobile,False,,,-0.35,16,0.88,wire_transfer,205.103.29.101,D4933783
T101527,2023-04-28T10:32:59.539769,ACC986063,ACC787294,351.64,withdrawal,online,Berlin,mobile,False,,,1.83,2,0.06,card,19.26.120.33,D8438468
T101528,2023-07-11T03:19:13.181602,ACC103724,ACC948866,17.86,transfer,retail,Tokyo,web,False,,,-0.25,11,0.54,wire_transfer,92.25.117.25,D5404222
T101529,2023-09-16T14:59:15.217749,ACC565024,ACC537422,20.56,payment,travel,Berlin,pos,False,,,-0.77,6,0.53,UPI,12.42.71.70,D8198924
T101530,2023-07-10T05:26:10.364526,ACC994487,ACC898000,48.73,transfer,other,Sydney,pos,False,,,1.53,8,0.07,card,45.18.178.108,D5102144
T101531,2023-01-04T20:17:41.508016,ACC553666,ACC621346,172.56,withdrawal,other,Sydney,web,False,,,-1.59,18,0.58,card,63.157.71.216,D4905409
T101532,2023-06-23T16:29:18.252076,ACC869074,ACC473270,212.35,deposit,travel,Dubai,pos,False,,,-1.99,17,0.5,UPI,203.64.110.209,D4962569
T101533,2023-06-08T12:11:37.212016,ACC797094,ACC799157,18.29,transfer,retail,London,pos,False,,,0.26,15,0.92,ACH,88.81.94.217,D8252042
T101534,2023-06-09T10:26:11.600894,ACC971159,ACC824702,1067.23,deposit,utilities,Singapore,pos,False,,,2.87,11,0.17,card,0.237.149.123,D6335005
T101535,2023-07-26T13:39:39.827999,ACC242164,ACC439171,3.76,transfer,other,Singapore,pos,False,,,-0.94,14,0.32,ACH,253.194.151.12,D4153461
T101536,2023-11-30T09:18:08.003747,ACC878097,ACC658053,774.66,deposit,restaurant,New York,mobile,False,,,0.76,13,0.33,wire_transfer,96.35.71.180,D7651859
T101537,2023-05-09T04:02:57.568367,ACC660341,ACC658761,352.53,payment,travel,London,atm,False,,,0.76,2,0.06,UPI,184.22.2.94,D5393789
T101538,2023-04-10T09:10:57.582771,ACC769617,ACC289736,148.14,payment,other,Toronto,pos,False,,,-1.0,5,0.59,card,9.63.52.76,D6702498
T101539,2023-08-20T08:30:43.186021,ACC775016,ACC631812,43.55,payment,retail,Singapore,atm,False,,,-1.02,19,0.75,ACH,11.205.176.76,D4039328
T101540,2023-03-01T09:33:58.500230,ACC527896,ACC734103,661.82,withdrawal,travel,New York,pos,False,,,0.13,16,0.64,ACH,10.69.133.88,D7457461
T101541,2023-08-27T05:35:03.827997,ACC245639,ACC372170,85.74,payment,restaurant,Berlin,pos,False,,,-0.11,1,0.7,wire_transfer,167.253.47.141,D6118318
T101542,2023-05-24T14:24:27.279034,ACC726588,ACC485329,54.39,payment,other,Sydney,mobile,False,,,-1.12,7,0.36,UPI,155.129.190.112,D5267887
T101543,2023-05-01T15:29:01.261207,ACC394322,ACC499315,6.79,payment,online,Toronto,web,False,,,-0.31,17,0.2,wire_transfer,151.117.180.219,D3684708
T101544,2023-11-09T13:57:42.458265,ACC326318,ACC555267,266.42,payment,grocery,Toronto,web,False,,,1.45,15,0.47,ACH,241.2.148.124,D3668719
T101545,2023-10-11T00:42:09.331853,ACC528357,ACC908927,0.01,withdrawal,grocery,Sydney,web,False,,,0.27,20,0.69,UPI,16.182.12.156,D6354067
T101546,2023-10-20T08:27:30.283863,ACC855741,ACC133429,128.49,withdrawal,grocery,Dubai,pos,False,,,-0.01,15,0.2,ACH,88.100.23.239,D8496673
T101547,2023-03-25T21:56:32.516235,ACC613825,ACC248770,14.88,transfer,grocery,Toronto,mobile,False,,,-0.13,18,0.93,ACH,32.215.70.171,D6891556
T101548,2023-02-10T04:03:46.331236,ACC809449,ACC239099,1306.06,deposit,grocery,Toronto,mobile,False,,,0.43,7,0.34,ACH,33.71.237.135,D4901379
T101549,2023-10-29T12:25:48.296369,ACC750579,ACC972872,9.4,transfer,utilities,London,mobile,False,,,-0.11,5,0.24,card,180.14.140.85,D7729425
T101550,2023-05-12T05:48:53.248156,ACC956807,ACC377025,152.04,withdrawal,online,Dubai,web,False,,,0.25,12,0.5,wire_transfer,98.179.178.149,D6741524
T101551,2023-12-15T17:56:41.960893,ACC762616,ACC893351,8.09,payment,retail,London,web,False,,,0.21,4,0.08,wire_transfer,155.176.183.160,D4689637
T101552,2023-09-10T06:28:00.608839,ACC132768,ACC902023,87.0,payment,entertainment,Singapore,web,False,,,-0.58,15,0.25,card,48.71.44.162,D8979708
T101553,2023-05-18T06:04:25.646804,ACC854074,ACC856981,251.34,withdrawal,online,Sydney,mobile,False,,,0.34,14,0.03,ACH,131.60.226.200,D3680726
T101554,2023-01-06T22:39:09.756101,ACC162086,ACC544487,334.62,withdrawal,travel,Dubai,web,False,,,0.18,20,0.6,card,37.223.252.30,D6213765
T101555,2023-05-04T09:44:26.544179,ACC445956,ACC856131,202.02,withdrawal,entertainment,Dubai,pos,False,,,-0.71,4,0.95,ACH,110.143.117.19,D6177054
T101556,2023-07-03T08:14:12.086059,ACC789512,ACC405924,452.37,withdrawal,retail,Tokyo,atm,False,,,-0.78,5,0.55,ACH,121.54.126.130,D3223226
T101557,2023-06-22T12:17:40.294858,ACC563012,ACC496987,54.76,payment,entertainment,London,mobile,False,,,0.56,10,0.59,wire_transfer,146.132.99.43,D9746588
T101558,2023-11-07T19:21:15.441120,ACC778320,ACC413686,783.61,withdrawal,online,Toronto,web,False,,,1.15,6,0.66,card,247.247.60.54,D6380339
T101559,2023-01-06T22:24:17.828613,ACC816512,ACC712941,1699.07,deposit,other,Tokyo,pos,False,,,-0.99,3,0.91,wire_transfer,109.82.57.218,D3369858
T101560,2023-09-08T05:18:03.866662,ACC879762,ACC156177,68.76,payment,utilities,Tokyo,web,False,,,-0.63,19,0.9,card,164.226.111.235,D8300596
T101561,2023-10-12T02:24:10.925953,ACC910419,ACC128211,39.13,transfer,entertainment,Singapore,pos,False,,,-0.42,15,0.64,card,177.41.191.100,D1947572
T101562,2023-04-04T05:37:44.068339,ACC153601,ACC110855,444.59,withdrawal,retail,Tokyo,pos,False,,,-1.18,2,0.89,ACH,158.177.28.87,D6305096
T101563,2023-07-04T04:16:13.981278,ACC898210,ACC515866,1331.35,deposit,utilities,New York,atm,False,,,-0.47,20,0.78,card,105.139.208.235,D6838230
T101564,2023-04-19T16:57:12.954780,ACC662529,ACC845520,286.67,withdrawal,utilities,Dubai,mobile,False,,,0.66,18,0.67,card,228.88.36.24,D6260866
T101565,2023-02-06T20:07:38.359444,ACC394458,ACC493527,34.38,deposit,travel,Sydney,web,False,,,0.34,1,0.1,ACH,86.185.120.88,D1528923
T101566,2023-10-10T08:30:23.549031,ACC306555,ACC818422,292.16,deposit,online,London,pos,False,,,-0.12,18,0.57,ACH,44.245.125.194,D1211902
T101567,2023-06-20T16:54:14.753405,ACC721292,ACC840746,4.52,transfer,other,Dubai,pos,False,,,0.07,2,0.04,ACH,181.66.41.131,D2673076
T101568,2023-10-13T12:33:34.382559,ACC109264,ACC578939,748.89,deposit,online,Berlin,atm,False,,,0.16,18,0.84,wire_transfer,164.53.92.110,D8697014
T101569,2023-01-03T19:14:13.534344,ACC184858,ACC901896,1420.43,deposit,travel,Sydney,atm,False,,,-0.17,9,0.93,wire_transfer,215.241.72.202,D6773327
T101570,2023-05-04T15:39:36.812157,ACC729187,ACC295102,228.3,payment,online,Singapore,mobile,False,,,-1.51,4,0.69,ACH,212.72.217.123,D6945432
T101571,2023-05-27T10:56:16.621486,ACC878237,ACC521239,201.08,payment,other,Berlin,mobile,False,,,0.61,12,0.49,wire_transfer,234.50.100.244,D5806597
T101572,2023-10-28T11:55:09.100713,ACC273930,ACC864871,134.14,withdrawal,utilities,Sydney,pos,False,,,-0.56,13,0.18,card,217.104.111.0,D5980431
T101573,2023-12-14T09:30:35.796241,ACC175097,ACC944665,11.45,payment,online,London,atm,False,,,1.67,4,0.37,ACH,151.116.57.203,D9923201
T101574,2023-09-27T07:11:18.293010,ACC535849,ACC374655,6.19,payment,retail,Sydney,pos,False,,,-1.97,13,0.59,wire_transfer,247.11.110.193,D4881016
T101575,2023-01-02T10:11:29.825534,ACC667577,ACC330570,101.96,payment,utilities,Dubai,web,False,,,1.92,12,0.58,card,92.74.58.85,D9095916
T101576,2023-12-08T18:58:10.205840,ACC445852,ACC727373,134.28,withdrawal,grocery,London,mobile,False,,,1.57,5,0.58,wire_transfer,41.231.87.65,D9616157
T101577,2023-02-27T21:15:10.610698,ACC230104,ACC643785,244.96,withdrawal,retail,London,mobile,False,,,0.51,19,0.77,UPI,205.27.245.171,D8519541
T101578,2023-07-12T21:11:08.419370,ACC928436,ACC977145,16.25,transfer,other,Sydney,pos,False,,,-0.93,5,0.11,card,63.56.142.209,D6632977
T101579,2023-12-28T00:31:12.143091,ACC641887,ACC873607,423.39,deposit,travel,New York,pos,False,,,2.11,16,0.21,card,160.208.124.48,D7844007
T101580,2023-03-15T04:01:06.393225,ACC276331,ACC725347,35.0,payment,restaurant,Toronto,pos,False,,,-0.05,4,0.42,ACH,156.210.111.249,D9508004
T101581,2023-01-27T16:13:40.611142,ACC979944,ACC321521,988.6,deposit,online,Tokyo,mobile,False,,,-1.67,7,0.64,card,6.255.39.218,D9283777
T101582,2023-05-08T21:59:49.093588,ACC829397,ACC280083,425.31,deposit,online,Berlin,web,False,,,1.58,8,0.08,UPI,168.137.18.23,D6208860
T101583,2023-09-09T14:48:16.970754,ACC354460,ACC599354,233.84,withdrawal,restaurant,Sydney,atm,False,,,-0.86,17,0.22,wire_transfer,215.120.63.78,D9083750
T101584,2023-11-08T10:21:21.053904,ACC328408,ACC733084,123.13,withdrawal,entertainment,Toronto,atm,False,,,-0.74,20,0.7,card,94.165.34.130,D9280076
T101585,2023-11-13T21:34:54.028680,ACC211457,ACC958679,623.76,withdrawal,utilities,Dubai,mobile,False,,,0.3,18,0.4,card,133.183.132.50,D4488137
T101586,2023-09-22T17:21:08.286814,ACC363915,ACC433802,92.16,withdrawal,travel,Toronto,pos,False,,,0.22,1,0.89,ACH,240.204.172.23,D8191536
T101587,2023-09-12T07:53:18.315479,ACC479964,ACC926550,41.64,payment,entertainment,Sydney,mobile,False,,,-1.34,4,0.46,ACH,96.168.47.214,D7718605
T101588,2023-07-05T14:01:37.663197,ACC316211,ACC326274,195.29,payment,utilities,Dubai,pos,False,,,-0.54,16,0.66,card,150.5.92.156,D3224727
T101589,2023-08-27T05:59:48.096347,ACC279029,ACC870677,26.43,transfer,travel,Berlin,mobile,False,,,0.07,8,0.18,UPI,120.222.160.157,D1241860
T101590,2023-02-05T01:42:22.596229,ACC204729,ACC780330,15.65,transfer,grocery,Sydney,web,False,,,0.09,9,0.16,wire_transfer,15.80.143.125,D7171594
T101591,2023-01-04T11:08:53.963439,ACC422594,ACC560553,472.42,payment,restaurant,London,mobile,False,,,-1.27,3,0.98,UPI,213.140.4.145,D2728894
T101592,2023-04-24T05:13:14.577817,ACC301751,ACC751162,901.85,deposit,utilities,Singapore,mobile,False,,,-0.53,10,0.84,wire_transfer,47.28.91.197,D2276633
T101593,2023-09-01T16:23:59.519368,ACC128480,ACC774238,0.01,withdrawal,restaurant,Dubai,atm,False,,,1.32,6,0.75,wire_transfer,89.18.89.123,D9057843
T101594,2023-05-21T00:20:38.535908,ACC553805,ACC711410,3.22,payment,entertainment,Tokyo,atm,False,,,0.11,19,0.25,ACH,33.98.8.118,D6126173
T101595,2023-02-17T02:54:46.971420,ACC761573,ACC256024,26.13,transfer,retail,Dubai,pos,False,,,0.98,17,0.74,ACH,138.209.97.103,D6031620
T101596,2023-09-04T22:01:17.008913,ACC733872,ACC341248,499.85,withdrawal,grocery,Berlin,pos,False,,,2.01,17,0.38,wire_transfer,130.19.222.185,D5831336
T101597,2023-03-06T10:22:34.067578,ACC862795,ACC689320,507.04,withdrawal,online,Tokyo,atm,False,,,1.51,1,0.45,wire_transfer,104.174.11.177,D3736182
T101598,2023-12-23T05:57:05.241902,ACC764379,ACC648470,36.89,transfer,grocery,Singapore,mobile,False,,,-1.64,20,0.87,ACH,216.145.167.107,D6414274
T101599,2023-08-08T23:13:54.824951,ACC524523,ACC444076,1290.97,deposit,grocery,Singapore,mobile,False,,,-0.76,1,0.04,ACH,174.140.69.233,D4561241
T101600,2023-12-08T11:45:30.305287,ACC875497,ACC865173,98.16,payment,online,Dubai,pos,False,,,-1.17,9,0.46,UPI,209.54.234.11,D8268397
T101601,2023-08-02T07:57:37.640873,ACC987388,ACC373533,15.39,payment,travel,London,mobile,False,,,-0.73,17,0.26,ACH,229.52.172.200,D9060352
T101602,2023-10-31T05:23:55.942816,ACC553126,ACC863253,25.07,transfer,retail,Toronto,mobile,False,,,1.43,13,0.49,UPI,149.133.92.104,D5766182
T101603,2023-09-11T21:01:03.329143,ACC740361,ACC770733,51.45,payment,restaurant,New York,atm,False,,,-0.53,1,0.65,wire_transfer,209.209.117.248,D6757197
T101604,2023-04-24T15:11:31.278625,ACC964890,ACC846515,20.68,transfer,entertainment,Dubai,mobile,False,,,0.61,6,0.9,UPI,228.63.153.17,D3181928
T101605,2023-05-02T11:38:25.561850,ACC352410,ACC665095,12.86,transfer,other,Dubai,web,False,,,-1.08,10,0.51,UPI,36.210.127.147,D5101925
T101606,2023-10-05T11:34:13.964591,ACC686455,ACC154285,54.16,payment,utilities,Toronto,atm,False,,,1.9,1,0.77,ACH,72.224.193.170,D2410278
T101607,2023-12-20T16:30:03.896956,ACC780024,ACC318519,1784.48,deposit,grocery,Toronto,web,False,,,0.23,15,0.35,UPI,192.243.24.110,D7497669
T101608,2023-04-30T17:19:10.683841,ACC154112,ACC303741,104.31,payment,utilities,Sydney,atm,False,,,0.32,13,0.51,wire_transfer,193.125.119.53,D2206941
T101609,2023-09-04T06:33:48.463159,ACC305705,ACC333151,19.73,transfer,other,Dubai,mobile,False,,,1.31,2,0.45,UPI,112.63.228.154,D5696621
T101610,2023-11-13T19:32:59.409587,ACC583971,ACC548798,0.01,withdrawal,online,Tokyo,pos,False,,,1.02,11,0.7,ACH,250.253.135.253,D7280278
T101611,2023-08-13T17:17:43.457575,ACC400788,ACC781640,124.32,withdrawal,grocery,Toronto,web,False,,,-0.38,7,0.45,wire_transfer,235.129.14.122,D8989280
T101612,2023-05-23T15:12:36.613607,ACC684657,ACC598408,9.93,transfer,retail,Sydney,web,False,,,1.1,15,0.35,card,157.227.179.102,D6000408
T101613,2023-02-02T15:13:04.324105,ACC891025,ACC594072,155.84,withdrawal,utilities,New York,mobile,False,,,-0.3,2,0.57,card,142.17.209.190,D7684512
T101614,2023-05-11T23:55:07.261979,ACC257302,ACC353931,31.37,transfer,grocery,Toronto,web,False,,,-0.59,8,0.34,wire_transfer,92.102.66.210,D8211473
T101615,2023-12-26T22:33:18.707468,ACC816741,ACC803706,892.43,deposit,retail,Sydney,pos,False,,,-0.87,19,0.74,card,35.30.125.157,D7067867
T101616,2023-10-29T00:22:23.771578,ACC182485,ACC729152,92.43,payment,restaurant,London,mobile,False,,,-0.36,7,0.75,card,229.141.205.218,D2283470
T101617,2023-04-25T05:45:37.736649,ACC593233,ACC570472,551.14,payment,travel,Dubai,pos,False,,,-0.8,9,0.72,card,210.204.196.75,D1265461
T101618,2023-09-29T03:40:37.100877,ACC239635,ACC486777,1.41,payment,restaurant,Toronto,mobile,False,,,-0.1,8,0.69,card,1.92.95.254,D8093626
T101619,2023-11-28T12:25:44.091279,ACC430873,ACC391755,188.66,payment,utilities,Dubai,web,False,,,0.59,3,0.25,ACH,181.34.110.45,D9924373
T101620,2023-05-22T20:41:45.789147,ACC423304,ACC608091,38.91,transfer,other,Berlin,web,False,,,-0.03,17,0.34,card,133.233.153.154,D3150877
T101621,2023-01-02T09:19:32.703159,ACC735130,ACC375204,26.59,transfer,travel,New York,web,False,,,1.63,17,0.48,ACH,115.182.42.208,D7939388
T101622,2023-04-24T19:25:17.988169,ACC602337,ACC417137,1008.87,deposit,utilities,London,web,False,,,1.33,1,0.14,wire_transfer,191.100.136.214,D6339847
T101623,2023-07-15T04:19:21.876107,ACC466227,ACC320240,40.46,transfer,entertainment,London,pos,False,,,0.69,11,0.88,wire_transfer,29.155.38.87,D7293269
T101624,2023-05-02T05:21:30.989535,ACC980282,ACC215974,76.55,payment,other,Toronto,web,False,,,-2.32,4,0.59,ACH,159.46.21.28,D4289642
T101625,2023-12-17T16:07:54.705826,ACC958914,ACC370743,104.21,payment,utilities,Sydney,web,False,,,-0.57,10,0.91,ACH,52.189.237.123,D1872786
T101626,2023-11-04T17:02:54.364283,ACC206540,ACC281811,1117.31,deposit,restaurant,Tokyo,pos,False,,,-0.85,10,0.72,ACH,45.100.127.42,D6575742
T101627,2023-11-19T15:02:51.175365,ACC480049,ACC305287,1299.53,deposit,travel,Toronto,web,False,,,2.92,7,0.06,card,157.151.5.230,D8397931
T101628,2023-07-15T08:32:15.169667,ACC846806,ACC204656,1299.53,deposit,online,Toronto,atm,False,,,-0.43,14,0.24,wire_transfer,156.166.155.61,D4083015
T101629,2023-08-07T06:17:25.019136,ACC248225,ACC526361,17.94,transfer,restaurant,Tokyo,mobile,False,,,0.93,10,0.68,UPI,52.11.214.53,D7416366
T101630,2023-12-26T00:05:33.494622,ACC823540,ACC745775,1667.02,deposit,retail,New York,web,False,,,-0.28,4,0.4,ACH,72.213.64.77,D2404566
T101631,2023-08-20T14:30:00.988459,ACC473124,ACC769029,317.39,payment,entertainment,Dubai,pos,False,,,-0.46,1,0.53,ACH,138.254.44.1,D1186603
T101632,2023-05-07T07:30:03.899016,ACC245911,ACC794208,26.9,transfer,other,Tokyo,web,False,,,0.64,5,0.03,UPI,237.136.173.252,D3161205
T101633,2023-04-03T23:48:59.076993,ACC683533,ACC585575,54.99,deposit,entertainment,Toronto,mobile,False,,,0.2,11,0.19,wire_transfer,22.169.11.75,D9657185
T101634,2023-05-27T07:02:19.827515,ACC146051,ACC402027,681.62,deposit,entertainment,Tokyo,atm,False,,,-0.82,10,0.89,card,134.230.204.174,D1698906
T101635,2023-09-20T01:49:47.442390,ACC369668,ACC187484,33.79,transfer,online,Dubai,atm,False,,,0.46,2,0.09,ACH,199.168.181.220,D3257160
T101636,2023-03-23T05:05:03.897872,ACC616043,ACC656629,33.46,payment,online,Toronto,pos,False,,,0.89,2,0.42,ACH,65.70.11.45,D2638914
T101637,2023-10-20T00:25:55.040497,ACC683021,ACC500755,991.6,deposit,grocery,Singapore,atm,False,,,0.45,3,0.75,UPI,7.109.8.106,D6524250
T101638,2023-02-15T05:10:40.854862,ACC865750,ACC368803,10.12,transfer,utilities,Tokyo,atm,False,,,1.41,4,0.26,wire_transfer,24.185.119.157,D8390359
T101639,2023-02-17T01:33:26.285277,ACC717112,ACC475817,1000.64,deposit,online,Singapore,web,False,,,0.7,19,0.33,card,113.64.201.252,D1131307
T101640,2023-10-23T04:34:36.209694,ACC635332,ACC896015,167.84,payment,online,Toronto,pos,False,,,-0.5,18,0.66,ACH,81.84.0.56,D9840625
T101641,2023-03-21T23:36:14.381429,ACC491660,ACC319853,1204.64,deposit,online,Toronto,pos,False,,,-0.33,14,0.48,wire_transfer,209.253.9.204,D5673157
T101642,2023-04-29T22:46:56.903302,ACC329439,ACC602928,16.6,transfer,grocery,Toronto,pos,False,,,0.44,7,0.08,wire_transfer,244.165.176.168,D3661549
T101643,2023-12-05T02:11:17.475298,ACC752898,ACC612276,7.76,transfer,other,Sydney,mobile,False,,,0.58,10,0.97,card,197.80.219.227,D6422908
T101644,2023-10-06T13:58:09.775957,ACC783581,ACC223539,157.98,payment,online,Sydney,atm,False,,,-0.12,11,0.07,ACH,183.223.159.57,D7766294
T101645,2023-06-11T14:39:12.571037,ACC547498,ACC349123,344.81,deposit,retail,Berlin,atm,False,,,1.01,2,0.84,ACH,202.98.19.43,D6490864
T101646,2023-07-30T22:19:08.628880,ACC770356,ACC262774,632.8,withdrawal,grocery,Tokyo,web,False,,,0.1,7,0.31,wire_transfer,85.245.195.210,D1819061
T101647,2023-07-27T21:16:35.101718,ACC903515,ACC366380,443.97,payment,retail,London,mobile,False,,,-1.77,1,0.79,wire_transfer,100.153.2.36,D6597615
T101648,2023-11-15T07:17:27.354339,ACC884073,ACC353766,18.52,transfer,online,Dubai,pos,False,,,0.8,9,0.42,card,8.176.125.78,D7592622
T101649,2023-01-16T11:18:34.161834,ACC608093,ACC997363,77.8,transfer,online,Tokyo,pos,False,,,-0.39,2,0.63,ACH,105.202.153.32,D2796597
T101650,2023-08-07T21:52:30.011481,ACC845115,ACC656495,21.87,transfer,online,Singapore,web,False,,,-0.05,3,0.88,wire_transfer,182.164.111.125,D1329004
T101651,2023-09-04T10:32:23.755965,ACC456708,ACC435571,363.49,withdrawal,travel,Tokyo,pos,False,,,-0.61,14,0.26,ACH,189.203.244.136,D5841424
T101652,2023-10-01T03:52:53.219130,ACC567466,ACC688438,1245.54,deposit,other,Toronto,mobile,False,,,-0.29,16,0.37,card,35.78.141.153,D2610232
T101653,2023-10-18T09:45:26.281135,ACC918678,ACC273236,45.37,transfer,utilities,London,pos,False,,,-0.23,20,0.54,wire_transfer,125.172.243.139,D8381552
T101654,2023-06-12T20:41:08.379801,ACC497657,ACC918027,39.9,transfer,retail,Singapore,mobile,False,,,-0.74,9,0.65,wire_transfer,107.156.113.221,D8897884
T101655,2023-08-29T00:26:46.152340,ACC452621,ACC530468,70.58,withdrawal,entertainment,New York,atm,False,,,1.43,16,0.4,card,123.152.57.177,D4531755
T101656,2023-05-12T23:05:31.180318,ACC589287,ACC231060,385.62,deposit,retail,London,mobile,False,,,-0.69,8,0.77,wire_transfer,134.123.36.134,D9116089
T101657,2023-02-19T04:23:19.770937,ACC483026,ACC591046,21.66,transfer,online,Sydney,mobile,False,,,-0.87,11,0.27,ACH,249.158.48.201,D9958483
T101658,2023-05-01T20:16:45.528770,ACC492264,ACC590306,684.53,withdrawal,restaurant,Tokyo,web,False,,,-2.54,12,0.55,ACH,176.248.154.249,D7075455
T101659,2023-12-05T19:58:57.261036,ACC785371,ACC528641,14.87,payment,retail,Tokyo,atm,False,,,-0.59,7,0.41,card,122.109.154.227,D1031557
T101660,2023-04-21T07:06:25.883398,ACC206705,ACC363845,70.65,payment,other,London,atm,False,,,-0.56,8,0.97,UPI,63.178.163.174,D1700282
T101661,2023-07-09T09:26:43.851898,ACC623568,ACC397167,23.17,transfer,online,New York,mobile,False,,,-1.01,1,0.19,UPI,198.51.9.39,D8719487
